Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0076_choices.csv,6.67,80,13.33,33.33,60,6.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0077_choices.csv,7.14,57.14,35.71,21.43,71.43,7.14
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0078_choices.csv,6.67,66.67,26.67,33.33,46.67,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0079_choices.csv,15.38,76.92,7.69,38.46,46.15,15.38
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0080_choices.csv,26.67,60,13.33,26.67,26.67,46.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0081_choices.csv,0,66.67,33.33,33.33,33.33,33.33
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0082_choices.csv,20,66.67,13.33,40,40,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0083_choices.csv,6.67,73.33,20,40,53.33,6.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0084_choices.csv,20,40,40,20,40,40
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0085_choices.csv,13.33,73.33,13.33,26.67,60,13.33
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0086_choices.csv,0,53.33,46.67,13.33,40,46.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0087_choices.csv,0,92.86,7.14,21.43,35.71,42.86
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0088_choices.csv,6.67,73.33,20,20,60,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0089_choices.csv,6.67,73.33,20,26.67,53.33,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0090_choices.csv,6.67,60,33.33,13.33,66.67,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0091_choices.csv,26.67,60,13.33,20,60,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0092_choices.csv,14.29,64.29,21.43,35.71,42.86,21.43
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0093_choices.csv,20,66.67,13.33,20,60,20
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0094_choices.csv,7.14,78.57,14.29,28.57,35.71,35.71
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0095_choices.csv,0,66.67,33.33,33.33,40,26.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0096_choices.csv,21.43,64.29,14.29,35.71,42.86,21.43
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0097_choices.csv,0,80,20,26.67,33.33,40
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0098_choices.csv,13.33,66.67,20,26.67,60,13.33
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0099_choices.csv,26.67,46.67,26.67,33.33,53.33,13.33
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0100_choices.csv,13.33,60,26.67,20,46.67,33.33
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0101_choices.csv,14.29,71.43,14.29,57.14,35.71,7.14
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0102_choices.csv,20,66.67,13.33,26.67,46.67,26.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0103_choices.csv,7.14,57.14,35.71,14.29,50,35.71
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0104_choices.csv,6.67,60,33.33,26.67,46.67,26.67
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,demographic_0105_choices.csv,13.33,66.67,20,33.33,33.33,33.33
deepseek-ai_DeepSeek-V2.5,demographic_0001_choices.csv,13.33,20,66.67,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0002_choices.csv,0,33.33,66.67,6.67,26.67,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0003_choices.csv,13.33,0,86.67,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0004_choices.csv,0,20,80,0,33.33,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0005_choices.csv,6.67,20,73.33,6.67,26.67,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0006_choices.csv,13.33,6.67,80,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0007_choices.csv,13.33,13.33,73.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0008_choices.csv,0,6.67,93.33,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0009_choices.csv,13.33,6.67,80,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0010_choices.csv,0,33.33,66.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0011_choices.csv,0,26.67,73.33,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0012_choices.csv,0,13.33,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0013_choices.csv,6.67,33.33,60,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0014_choices.csv,0,20,80,6.67,33.33,60
deepseek-ai_DeepSeek-V2.5,demographic_0015_choices.csv,0,6.67,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0016_choices.csv,6.67,0,93.33,6.67,26.67,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0017_choices.csv,6.67,13.33,80,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0018_choices.csv,0,20,80,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0019_choices.csv,0,13.33,86.67,0,40,60
deepseek-ai_DeepSeek-V2.5,demographic_0020_choices.csv,6.67,20,73.33,6.67,40,53.33
deepseek-ai_DeepSeek-V2.5,demographic_0021_choices.csv,6.67,6.67,86.67,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0022_choices.csv,6.67,33.33,60,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0023_choices.csv,0,6.67,93.33,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0024_choices.csv,6.67,6.67,86.67,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0025_choices.csv,0,26.67,73.33,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0026_choices.csv,0,6.67,93.33,6.67,20,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0027_choices.csv,20,20,60,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0028_choices.csv,0,6.67,93.33,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0029_choices.csv,13.33,0,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0030_choices.csv,0,26.67,73.33,6.67,6.67,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0031_choices.csv,6.67,6.67,86.67,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0032_choices.csv,0,13.33,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0033_choices.csv,6.67,13.33,80,0,33.33,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0034_choices.csv,0,6.67,93.33,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0035_choices.csv,20,6.67,73.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0036_choices.csv,6.67,26.67,66.67,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0037_choices.csv,6.67,0,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0038_choices.csv,6.67,0,93.33,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0039_choices.csv,0,6.67,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0040_choices.csv,6.67,13.33,80,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0041_choices.csv,6.67,0,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0042_choices.csv,6.67,6.67,86.67,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0043_choices.csv,0,13.33,86.67,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0044_choices.csv,0,20,80,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0045_choices.csv,0,6.67,93.33,0,46.67,53.33
deepseek-ai_DeepSeek-V2.5,demographic_0046_choices.csv,0,13.33,86.67,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0047_choices.csv,6.67,20,73.33,13.33,6.67,80
deepseek-ai_DeepSeek-V2.5,demographic_0048_choices.csv,6.67,6.67,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0049_choices.csv,6.67,20,73.33,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0050_choices.csv,20,6.67,73.33,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0051_choices.csv,7.14,7.14,85.71,0,28.57,71.43
deepseek-ai_DeepSeek-V2.5,demographic_0052_choices.csv,20,6.67,73.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0053_choices.csv,6.67,13.33,80,0,40,60
deepseek-ai_DeepSeek-V2.5,demographic_0054_choices.csv,13.33,26.67,60,0,33.33,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0055_choices.csv,6.67,13.33,80,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0056_choices.csv,13.33,13.33,73.33,6.67,26.67,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0057_choices.csv,6.67,6.67,86.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0058_choices.csv,0,6.67,93.33,13.33,6.67,80
deepseek-ai_DeepSeek-V2.5,demographic_0059_choices.csv,6.67,20,73.33,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0060_choices.csv,0,13.33,86.67,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0061_choices.csv,6.67,6.67,86.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0062_choices.csv,13.33,20,66.67,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0063_choices.csv,0,6.67,93.33,0,40,60
deepseek-ai_DeepSeek-V2.5,demographic_0064_choices.csv,0,13.33,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0065_choices.csv,6.67,26.67,66.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0066_choices.csv,6.67,6.67,86.67,13.33,13.33,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0067_choices.csv,6.67,13.33,80,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0068_choices.csv,6.67,0,93.33,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0069_choices.csv,6.67,20,73.33,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0070_choices.csv,7.14,7.14,85.71,7.14,0,92.86
deepseek-ai_DeepSeek-V2.5,demographic_0071_choices.csv,6.67,6.67,86.67,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0072_choices.csv,0,26.67,73.33,6.67,0,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0073_choices.csv,6.67,6.67,86.67,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0074_choices.csv,0,26.67,73.33,0,0,100
deepseek-ai_DeepSeek-V2.5,demographic_0075_choices.csv,7.14,7.14,85.71,0,21.43,78.57
deepseek-ai_DeepSeek-V2.5,demographic_0076_choices.csv,6.67,13.33,80,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0077_choices.csv,6.67,0,93.33,6.67,0,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0078_choices.csv,13.33,13.33,73.33,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0079_choices.csv,6.67,13.33,80,0,33.33,66.67
deepseek-ai_DeepSeek-V2.5,demographic_0080_choices.csv,0,6.67,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0081_choices.csv,7.14,21.43,71.43,7.14,21.43,71.43
deepseek-ai_DeepSeek-V2.5,demographic_0082_choices.csv,6.67,13.33,80,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0083_choices.csv,0,13.33,86.67,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0084_choices.csv,13.33,13.33,73.33,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0085_choices.csv,6.67,0,93.33,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0086_choices.csv,6.67,6.67,86.67,6.67,20,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0087_choices.csv,6.67,0,93.33,13.33,6.67,80
deepseek-ai_DeepSeek-V2.5,demographic_0088_choices.csv,13.33,0,86.67,6.67,13.33,80
deepseek-ai_DeepSeek-V2.5,demographic_0089_choices.csv,0,13.33,86.67,6.67,20,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0090_choices.csv,0,6.67,93.33,0,26.67,73.33
deepseek-ai_DeepSeek-V2.5,demographic_0091_choices.csv,6.67,13.33,80,0,6.67,93.33
deepseek-ai_DeepSeek-V2.5,demographic_0092_choices.csv,6.67,0,93.33,0,40,60
deepseek-ai_DeepSeek-V2.5,demographic_0093_choices.csv,6.67,0,93.33,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0094_choices.csv,13.33,13.33,73.33,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0095_choices.csv,0,0,100,6.67,6.67,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0096_choices.csv,0,13.33,86.67,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0097_choices.csv,13.33,0,86.67,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0098_choices.csv,6.67,6.67,86.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0099_choices.csv,0,26.67,73.33,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0100_choices.csv,7.14,21.43,71.43,0,21.43,78.57
deepseek-ai_DeepSeek-V2.5,demographic_0101_choices.csv,0,33.33,66.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0102_choices.csv,20,13.33,66.67,0,20,80
deepseek-ai_DeepSeek-V2.5,demographic_0103_choices.csv,0,0,100,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0104_choices.csv,6.67,13.33,80,0,13.33,86.67
deepseek-ai_DeepSeek-V2.5,demographic_0105_choices.csv,0,13.33,86.67,6.67,6.67,86.67
deepseek-reasoner,demographic_0001_choices.csv,20,26.67,53.33,0,66.67,33.33
deepseek-reasoner,demographic_0002_choices.csv,6.67,26.67,66.67,0,53.33,46.67
deepseek-reasoner,demographic_0003_choices.csv,26.67,20,53.33,0,53.33,46.67
deepseek-reasoner,demographic_0004_choices.csv,26.67,40,33.33,0,73.33,26.67
deepseek-reasoner,demographic_0005_choices.csv,20,20,60,0,60,40
deepseek-reasoner,demographic_0006_choices.csv,33.33,26.67,40,0,80,20
deepseek-reasoner,demographic_0007_choices.csv,26.67,46.67,26.67,0,66.67,33.33
deepseek-reasoner,demographic_0008_choices.csv,26.67,46.67,26.67,0,86.67,13.33
deepseek-reasoner,demographic_0009_choices.csv,33.33,26.67,40,0,93.33,6.67
deepseek-reasoner,demographic_0010_choices.csv,13.33,26.67,60,0,93.33,6.67
deepseek-reasoner,demographic_0011_choices.csv,20,33.33,46.67,0,73.33,26.67
deepseek-reasoner,demographic_0012_choices.csv,20,40,40,0,73.33,26.67
deepseek-reasoner,demographic_0013_choices.csv,6.67,46.67,46.67,0,73.33,26.67
deepseek-reasoner,demographic_0014_choices.csv,13.33,33.33,53.33,0,60,40
deepseek-reasoner,demographic_0015_choices.csv,40,13.33,46.67,0,66.67,33.33
deepseek-reasoner,demographic_0016_choices.csv,33.33,40,26.67,0,73.33,26.67
deepseek-reasoner,demographic_0017_choices.csv,26.67,6.67,66.67,0,46.67,53.33
deepseek-reasoner,demographic_0018_choices.csv,60,26.67,13.33,0,46.67,53.33
deepseek-reasoner,demographic_0019_choices.csv,33.33,33.33,33.33,0,80,20
deepseek-reasoner,demographic_0020_choices.csv,40,40,20,0,66.67,33.33
deepseek-reasoner,demographic_0021_choices.csv,33.33,40,26.67,0,60,40
deepseek-reasoner,demographic_0022_choices.csv,40,13.33,46.67,0,86.67,13.33
deepseek-reasoner,demographic_0023_choices.csv,33.33,20,46.67,0,60,40
deepseek-reasoner,demographic_0024_choices.csv,40,26.67,33.33,0,66.67,33.33
deepseek-reasoner,demographic_0025_choices.csv,20,60,20,0,53.33,46.67
deepseek-reasoner,demographic_0026_choices.csv,26.67,33.33,40,0,73.33,26.67
deepseek-reasoner,demographic_0027_choices.csv,13.33,20,66.67,0,53.33,46.67
deepseek-reasoner,demographic_0028_choices.csv,40,26.67,33.33,0,86.67,13.33
deepseek-reasoner,demographic_0029_choices.csv,53.33,13.33,33.33,0,46.67,53.33
deepseek-reasoner,demographic_0030_choices.csv,20,46.67,33.33,0,66.67,33.33
deepseek-reasoner,demographic_0031_choices.csv,33.33,26.67,40,0,66.67,33.33
deepseek-reasoner,demographic_0032_choices.csv,46.67,13.33,40,0,53.33,46.67
deepseek-reasoner,demographic_0033_choices.csv,33.33,13.33,53.33,0,60,40
deepseek-reasoner,demographic_0034_choices.csv,33.33,26.67,40,0,66.67,33.33
deepseek-reasoner,demographic_0035_choices.csv,20,40,40,0,60,40
deepseek-reasoner,demographic_0036_choices.csv,33.33,26.67,40,0,60,40
deepseek-reasoner,demographic_0037_choices.csv,33.33,33.33,33.33,0,60,40
deepseek-reasoner,demographic_0038_choices.csv,33.33,40,26.67,0,60,40
deepseek-reasoner,demographic_0039_choices.csv,40,13.33,46.67,0,73.33,26.67
deepseek-reasoner,demographic_0040_choices.csv,46.67,33.33,20,0,60,40
deepseek-reasoner,demographic_0041_choices.csv,26.67,60,13.33,0,33.33,66.67
deepseek-reasoner,demographic_0042_choices.csv,26.67,26.67,46.67,0,60,40
deepseek-reasoner,demographic_0043_choices.csv,13.33,40,46.67,0,46.67,53.33
deepseek-reasoner,demographic_0044_choices.csv,33.33,33.33,33.33,0,46.67,53.33
deepseek-reasoner,demographic_0045_choices.csv,33.33,33.33,33.33,0,66.67,33.33
deepseek-reasoner,demographic_0046_choices.csv,20,46.67,33.33,0,53.33,46.67
deepseek-reasoner,demographic_0047_choices.csv,6.67,53.33,40,0,53.33,46.67
deepseek-reasoner,demographic_0048_choices.csv,6.67,46.67,46.67,0,80,20
deepseek-reasoner,demographic_0049_choices.csv,33.33,26.67,40,0,66.67,33.33
deepseek-reasoner,demographic_0050_choices.csv,13.33,46.67,40,0,60,40
deepseek-reasoner,demographic_0051_choices.csv,40,26.67,33.33,0,60,40
deepseek-reasoner,demographic_0052_choices.csv,20,13.33,66.67,0,53.33,46.67
deepseek-reasoner,demographic_0053_choices.csv,20,53.33,26.67,0,86.67,13.33
deepseek-reasoner,demographic_0054_choices.csv,26.67,26.67,46.67,0,53.33,46.67
deepseek-reasoner,demographic_0055_choices.csv,6.67,60,33.33,0,46.67,53.33
deepseek-reasoner,demographic_0056_choices.csv,46.67,13.33,40,0,53.33,46.67
deepseek-reasoner,demographic_0057_choices.csv,33.33,20,46.67,0,46.67,53.33
deepseek-reasoner,demographic_0058_choices.csv,26.67,26.67,46.67,0,60,40
deepseek-reasoner,demographic_0059_choices.csv,13.33,53.33,33.33,0,93.33,6.67
deepseek-reasoner,demographic_0060_choices.csv,60,13.33,26.67,0,53.33,46.67
deepseek-reasoner,demographic_0061_choices.csv,20,6.67,73.33,0,46.67,53.33
deepseek-reasoner,demographic_0062_choices.csv,46.67,13.33,40,0,73.33,26.67
deepseek-reasoner,demographic_0063_choices.csv,20,33.33,46.67,0,60,40
deepseek-reasoner,demographic_0064_choices.csv,33.33,6.67,60,0,60,40
deepseek-reasoner,demographic_0065_choices.csv,13.33,13.33,73.33,0,40,60
deepseek-reasoner,demographic_0066_choices.csv,53.33,33.33,13.33,0,80,20
deepseek-reasoner,demographic_0067_choices.csv,20,26.67,53.33,0,80,20
deepseek-reasoner,demographic_0068_choices.csv,40,20,40,0,66.67,33.33
deepseek-reasoner,demographic_0069_choices.csv,40,26.67,33.33,0,66.67,33.33
deepseek-reasoner,demographic_0070_choices.csv,20,6.67,73.33,0,33.33,66.67
deepseek-reasoner,demographic_0071_choices.csv,26.67,20,53.33,0,60,40
deepseek-reasoner,demographic_0072_choices.csv,20,6.67,73.33,0,40,60
deepseek-reasoner,demographic_0073_choices.csv,46.67,20,33.33,0,80,20
deepseek-reasoner,demographic_0074_choices.csv,0,20,80,0,53.33,46.67
deepseek-reasoner,demographic_0075_choices.csv,33.33,40,26.67,0,86.67,13.33
deepseek-reasoner,demographic_0076_choices.csv,33.33,6.67,60,0,60,40
deepseek-reasoner,demographic_0077_choices.csv,46.67,20,33.33,0,53.33,46.67
deepseek-reasoner,demographic_0078_choices.csv,26.67,46.67,26.67,0,66.67,33.33
deepseek-reasoner,demographic_0079_choices.csv,26.67,40,33.33,0,53.33,46.67
deepseek-reasoner,demographic_0080_choices.csv,26.67,13.33,60,0,93.33,6.67
deepseek-reasoner,demographic_0081_choices.csv,26.67,33.33,40,0,60,40
deepseek-reasoner,demographic_0082_choices.csv,33.33,20,46.67,0,86.67,13.33
deepseek-reasoner,demographic_0083_choices.csv,26.67,40,33.33,0,66.67,33.33
deepseek-reasoner,demographic_0084_choices.csv,33.33,6.67,60,0,46.67,53.33
deepseek-reasoner,demographic_0085_choices.csv,13.33,46.67,40,0,80,20
deepseek-reasoner,demographic_0086_choices.csv,40,20,40,0,40,60
deepseek-reasoner,demographic_0087_choices.csv,26.67,46.67,26.67,0,80,20
deepseek-reasoner,demographic_0088_choices.csv,40,40,20,0,66.67,33.33
deepseek-reasoner,demographic_0089_choices.csv,33.33,13.33,53.33,0,73.33,26.67
deepseek-reasoner,demographic_0090_choices.csv,33.33,33.33,33.33,0,100,0
deepseek-reasoner,demographic_0091_choices.csv,40,20,40,0,46.67,53.33
deepseek-reasoner,demographic_0092_choices.csv,33.33,40,26.67,0,53.33,46.67
deepseek-reasoner,demographic_0093_choices.csv,26.67,33.33,40,0,40,60
deepseek-reasoner,demographic_0094_choices.csv,20,33.33,46.67,0,53.33,46.67
deepseek-reasoner,demographic_0095_choices.csv,40,20,40,0,66.67,33.33
deepseek-reasoner,demographic_0096_choices.csv,60,20,20,0,60,40
deepseek-reasoner,demographic_0097_choices.csv,46.67,26.67,26.67,0,86.67,13.33
deepseek-reasoner,demographic_0098_choices.csv,33.33,26.67,40,0,60,40
deepseek-reasoner,demographic_0099_choices.csv,53.33,33.33,13.33,0,73.33,26.67
deepseek-reasoner,demographic_0100_choices.csv,20,33.33,46.67,0,73.33,26.67
deepseek-reasoner,demographic_0101_choices.csv,33.33,26.67,40,0,80,20
deepseek-reasoner,demographic_0102_choices.csv,20,46.67,33.33,0,46.67,53.33
deepseek-reasoner,demographic_0103_choices.csv,26.67,20,53.33,0,60,40
deepseek-reasoner,demographic_0104_choices.csv,26.67,20,53.33,0,73.33,26.67
deepseek-reasoner,demographic_0105_choices.csv,20,26.67,53.33,0,40,60
gemini-2.0-flash-thinking-exp-01-21,demographic_0001_choices.csv,33.33,66.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0002_choices.csv,60,40,0,0,73.33,26.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0003_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0004_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0005_choices.csv,60,40,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0006_choices.csv,60,33.33,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0007_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0008_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0009_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0010_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0011_choices.csv,60,40,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0012_choices.csv,60,40,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0013_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0014_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0015_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0016_choices.csv,86.67,13.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0017_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0018_choices.csv,80,20,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0019_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0020_choices.csv,33.33,66.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0021_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0022_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0023_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0024_choices.csv,73.33,26.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0025_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0026_choices.csv,64.29,35.71,0,0,85.71,14.29
gemini-2.0-flash-thinking-exp-01-21,demographic_0027_choices.csv,33.33,66.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0028_choices.csv,66.67,20,13.33,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0029_choices.csv,73.33,26.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0030_choices.csv,60,33.33,6.67,0,86.67,13.33
gemini-2.0-flash-thinking-exp-01-21,demographic_0031_choices.csv,73.33,26.67,0,6.67,93.33,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0032_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0033_choices.csv,60,33.33,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0034_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0035_choices.csv,40,60,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0036_choices.csv,66.67,33.33,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0037_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0038_choices.csv,53.33,46.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0039_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0040_choices.csv,53.33,46.67,0,0,93.33,6.67
